我們接下來講到代償請求權類推適用的爭議，也就是類推適用民法第二百二十五條第二項的問題。

它的案例事實通常是：當事人這時候不想主張損害賠償，而想要改主張代償請求權。因為有時候，代償請求權的利益有可能會大於損害賠償本身。

我們舉一個例子來說：假設甲名下有一塊A地，這塊A地的市價是1,000萬元。甲把這塊土地賣給乙，約定的買賣價金是900萬元。接下來，有第三人丙也想要這塊土地，所以丙跟甲訂立買賣契約，雙方約定的買賣價金是1,200萬元。甲當然很樂意地把這塊土地賣給第三人丙，並且辦理移轉登記。

因為我們可以看到，對甲來講，如果把這塊地賣給乙，會虧損100萬元（1,000萬元的土地以900萬元賣掉，虧損100萬元）；但如果以1,200萬元賣給丙，可以賺取200萬元。在虧損100萬元與賺取200萬元之間，任何人的理性選擇，應該是寧可違約也要賺錢。

現在甲把這個土地賣給丙之後並辦理移轉登記，乙知道了，乙現在能夠怎麼辦？

 一般而言，乙對甲依照民法第二百二十六條第一項的規定請求損害賠償，他只能請求到100萬元的損害賠償額。因為損害賠償是以「差額說」來作為計算標準。也就是說，如果這個契約履行了，乙會取得A地的所有權，這時A地的市價1,000萬元，與乙應給付的價金900萬元之間的價差，就是100萬元。所以乙只能向甲請求100萬元的賠償。

同學可能會想：為什麼不能把1,200萬元當作A地的市價？因為一般來說，如果題目給你的條件是「A地市價為1,000萬元」，而甲把A地以1,200萬元賣給丙，這是高於市價的價格。也就是說，並不是每一個交易都會剛好遇到願意出高價的買受人。你想看，一塊市價1,000萬元的土地，要找到一個願意用1,200萬元跟你買的人，並不是那麼容易。因此在這種情形下，這多出來的200萬元價值並非A地的市價，只能說是甲與丙之間的買賣契約所創造出來的。這是甲丙之間契約的利益，與乙無關，所以乙不能把這200萬元算進損害賠償中。

 所以，乙對甲依民法第二百二十六條請求損害賠償時，只能請求到100萬元。這時候對乙來講會覺得很悶，難道沒有辦法把這個價差賺回來嗎？也就是說，難道沒有辦法把甲與丙之間的利益要過來嗎？這時候乙就想到一招：我可不可以對甲類推適用民法第二百二十五條第二項的規定？

 也就是說，在這種情形下，我要求甲讓與他現在從丙身上拿到的1,200萬元。不管這1,200萬元是現金還是債權，我能不能要求他把這1,200萬元給我？當然，我乙願意支付900萬元的對價。這等於是：我乙現在支付900萬元給你，沒有問題，但我拿不到A地，那我要什麼？我要你對丙的1,200萬元債權，或者是你從丙身上所受領的1,200萬元，都可以。

在這個地方，乙對甲能不能類推適用民法第二百二十五條第二項的規定，請求甲讓與這1,200萬元？

我們可以看到，在這個部分之所以會談到「類推適用」，主要是因為在構成要件上，你會發現幾乎完全不一樣。

首先第一個，民法第二百二十五條第二項的第一個要件，提到「前項情形」，而所謂的「前項情形」（即民法第二百二十五條第一項），必須是「不可歸責於債務人之給付不能」。但本件當中，甲明明就是「可歸責」，所以在可歸責的情況下，我們可不可以類推適用這一條的規定？

 **【爭點】可歸責於債務人之給付不能，能否類推適用民法第二百二十五條第二項之代償請求權？**

針對這個問題，實務與多數見解都採取肯定說的看法。他們會提到，這是一個「舉輕明重」的法理。白話來說，連不可歸責於債務人的時候，都可以適用民法第二百二十五條第二項的規定了，更何況是在債務人可歸責的情形下。依舉輕以明重的法理，這時候更應該肯定債權人能夠類推適用本項的規定。

所以，第一個要件「不可歸責於債務人」，如果在本件中是「可歸責」，透過舉輕明重的法理，仍認為它有類推適用的基礎。

再來第二個要件，除了必須給付不能之外，在這一件當中，唯一完全一樣的地方，就是「給付不能」。我們可以看到，在這個題目中，乙對甲確實已經沒有辦法依照民法第三百四十八條的規定來請求給付，因為甲已經無法提出A地了，所以「給付不能」這個要件是有具備的。

 再來第三個要件，條文規定必須是債務人「免給付義務者，債權人得向債務人請求讓與其對第三人之損害賠償請求權，或交付其所受領之賠償物」。也就是說，債務人必須對第三人有損害賠償請求權，在法律效果上，債權人才能夠請求讓與該賠償請求權，或交付其所受領之賠償物。

然而在本件中，甲對第三人丙並沒有損害賠償請求權，甲對丙擁有的是「價金債權」。

**【實務見解】最高法院105年度台上字第2111號民事判決**

這個非常經典的判決強調：其實損害賠償的本質，是作為一種「代替利益」（代償利益）。也就是說，原本的損害賠償就是在代替原給付。民法第二百二十五條第二項的「代償」，就是拿新的賠償請求權來代替原本的給付。因此，拿新的賠償請求權代替原本的給付，這個賠償請求權就是一種代替利益的概念；而買賣價金，其實也是一種代替利益。

在這種情況下，既然損害賠償與價金都是代替A地的給付，這兩者之間仍具有高度的類似性（具備同一法律理由）。所以在這樣的情形下，應允許類推適用民法第二百二十五條第二項的規定，來主張代償請求權，請求讓與這1,200萬元。這就是最高法院的見解。

 **【學說見解】學說反對類推適用之觀點（以游進發教授為代表）**

當然，在學說上也不乏有反對的看法。

像是在游進發老師的想法下，他會覺得，所謂的「類推適用」，前提是法律存有「漏洞」。而法律的漏洞有兩種：一種是立法者故意留下來的「有意省略」（或稱消極不作為），這代表在這種情況下，並無類推適用的必要，因為立法者故意不讓該情況適用該條文；另一種情形是立法者因疏忽、過失而留下來的「法律漏洞」，這時我們才有類推適用相關規定以資填補的必要性。

有了這個大前提之後，我們就可以回到這個問題來看。最高法院提到要類推適用民法第二百二十五條第二項，代表最高法院認為在本件當中，確實存在一個立法者留下來的法律漏洞，且有填補的必要。

但是我們可以理解到，在「可歸責於債務人」的情形，法律其實已經設計好一條民法第二百二十六條「損害賠償」的道路給當事人去主張了。也就是說，當事人在這種情況下，已經可以藉由民法第二百二十六條的規定來請求損害賠償，這代表立法上根本沒有漏洞可言。

 換句話說，代償請求權在民法第二百二十五條第二項，專門是設計給「不可歸責於債務人」的給付不能去操作的；而「可歸責於債務人」的給付不能，立法者就已經設計好一條民法第二百二十六條的道路在那裡。你為什麼硬要跑到民法第二百二十五條第二項來？明明沒有法律漏洞，為何要類推適用？

所以，從法學方法論來看，這個類推適用的必要性根本不存在。因此在本件當中，乙只能對甲請求損害賠償，而不能請求讓與1,200萬元。學理上有這樣的反對意見。

此外，林誠二老師的文章中也有提到類似的觀點。他認為，能不能類推適用代償請求權的規定，本質上是**「契約正義」與「違約自由」之間的對抗**。

簡單來說，我們所謂的「契約自由」，也包含「違約的自由」，只不過違約必須付出代價。所以你可以看到，對甲來說，他在理性思考之後選擇違約，我們不能說甲有錯。畢竟對甲來講，他知道自己違約要賠償乙100萬元，他願意為他的違約付出代價。

 在這種情形下，甲既然已經願意為違約付出代價，為什麼連他的其他利益（即轉售給丙多賺的差額）都要歸乙取得？

我國法律並沒有強調契約必須達到「契約神聖」的程度。通常要達到契約神聖的程度，一般是指當事人之間存有特定的「忠實義務」（Fiduciary Duty）。

例如，我們在學公司法的時候，有沒有聽過一個概念叫做「歸入權」？公司法的歸入權強調：當董事違反競業禁止義務時，他所賺取的利益要歸給公司。這是因為董事與公司之間存有忠實義務。如果你背叛我，你獲得的利益就要歸我。

可是，我們在一般的買賣契約當中，當事人之間並沒有這樣的忠實義務。也就是說，甲應該享有違約的自由，而且在這種情況下，他只要為違約付出損害賠償的代價就夠了。至於甲因為違約而多賺了多少錢，這與乙一點關係都沒有。

因此，站在契約自由的角度，我們有沒有必要去死守所謂的「契約神聖」或「契約正義」的概念？林誠二老師認為沒有必要，因為過度強調契約神聖、契約正義，其實與契約自由是相牴觸的。

 如果我們完全站在契約神聖的角度來看，人就沒有違約的自由了；你一違約，你獲得的利益全部都要歸屬對方。這應該只有在極端的情況下才會如此。

在絕大多數的情形下，應該從契約自由的角度來看，甲其實違約也沒有關係，因為違約本來就是一種選擇。

就像各位將來執業當律師的時候，你們的客戶如果是企業老闆、霸道總裁那種，他們一定會問你說：「律師，我今天這樣做可不可以？」你會跟他分析說：「這樣做的話會違約/違法，會被罰。」他下一個問題一定是：「會罰多少？」你如果跟他講說：「會罰100萬元。」他會說：「好，那我做。」為什麼？因為他做這件事情可以賺200萬元，被罰100萬元他還是淨賺100萬元。所以他們根本不怕違約或違法，他們覺得這只是經營的「成本」而已。

我們在這裡其實也是一樣，違約就是甲的成本。甲願意付出100萬元的賠償代價，來賺取200萬元的利益，他並沒有錯。所以站在契約自由的角度，有沒有必要把甲多賺的利益全部歸乙拿走？這個部分到底有沒有必要去類推適用民法第二百二十五條第二項，確實有值得斟酌之處。

 當然，王澤鑑老師本人在文章中是認同這個實務見解的。他當年有寫了一篇文章，認為最高法院105年度台上字第2111號民事判決是一個非常正確的判決。因為王老師其實從很久以前，就已經強調這種情況應該可以類推適用民法第二百二十五條第二項。

而這個爭議案件，剛好就登上了108年律師司法官的國家考試。

所以，今天發給各位一本講義。這本講義基本上是我之前在辦講座時整理的，主要就是把一些基礎的案例，用「請求權基礎」（Anspruchsgrundlage）的思考方法分析給各位看。其中除了比較基礎的案例類型之外，也包含了我們等一下要講到的第八頁這個案例...

[ 00:00 ] 這種情況,應該是可以類推2105台上2111。
[ 00:04 ] 而這一個案件,其實剛好就怎麼樣?班上了108年的律師司法官的考試,好,所以今天發了一本講義。
[ 00:12 ] 這本講義基本上,是我 之前在辦講座的時候整理的。
[ 00:16 ] 好,那主要就是把一些基礎的案例,用請求權基礎的思考方法分析給各位看。
[ 00:23 ] 好,那其中除了一些比較基本的案例類型之外,那也包含了就是我們等一下要講到的那個第八頁這個地方,有108年律師司法官的部分。
[ 00:33 ] 那後面我也把兩個很經典的大法庭裁定,就是第14頁有一個1092169號的大法庭裁定,還有在17頁有一個108的大法庭裁定。
[ 00:43 ] 我會把這兩個大法庭裁定,用請求權基礎思考的方式拆解給各位看。
[ 00:48 ] 所以之後我們上課講到這兩個裁定的時候,還是會請各位把它拿出來了,所以這一本你就把它夾在講義當中帶著,薄薄的也不會很麻煩。
[ 00:58 ] 那我們現在先來看到,在第八頁這裡,這個108年律師司法官的這一題的括弧二。
[ 01:04 ] 我們主要看到括弧二而已,因為這個括弧一跟括弧三都跟我們現在要講的東西無關。
[ 01:10 ] 好,那在括弧二裡面,它的案例事實,大概是在第四行的中間,看那個又開始。
[ 01:16 ] 好,所以它告訴你說,又A之社員丙,在民國85年以2000萬向A購買土地一筆,借名登記為乙所有。
[ 01:26 ] 那丙在民國90年間去世,繼承人是丁。而乙在98年擅自將該土地出售,得款2500萬。
[ 01:35 ] 好,就到這樣,這樣就好了。就是說它這個案例事實基本上,跟第二小題有關的就只有這三行。
[ 01:41 ] 好,所以它是告訴你說,這個丙啊,
[ 01:45 ] 它有一塊2000萬的AD。
[ 01:50 ] 它把這塊AD借名登記為乙所有。
[ 01:55 ] 這個是在民國85年的事情。
[ 01:58 ] 好,那接下來丙呢,它本人在民國91年的,這個丙它本人在90年間過世,它的繼承人是丁。
[ 02:14 ] 好,那乙既然在98年的時候,把這一塊土地用2500萬把它賣掉。
[ 02:20 ] 它把這塊土地用2500萬把它賣掉。
[ 02:23 ] 好,那接下來它就問你說,這個第二小題,這個丁在107年,丁在107年,依照代償請求權,它強調哦,要一代償請求權,請求乙交付出售土地的價金2500萬,乙提出時效抗辯,那這個抗辯有沒有理由?
[ 02:43 ] 好,那我們可以看到,在這一個食物,在這個題目當中啊,同學可以看到就是在出題者的想法底下,他就是要你討論代償請求權。
[ 02:52 ] 所以這個時候你不要再去假設說,這個土地的市價現在到底是多少,就是它的損害到底是多,不用算了。
[ 02:59 ] 因為丁今天沒有要算損害,我就是要你把2500萬交出來嘛,對不對?
[ 03:04 ] 所以它的原告很清楚的告訴你是丁,然後被告很清楚的告訴你是乙,然後它的訴之聲明就是必須要給付2500萬元,然後再來它的請求權基礎就是代償請求權。
[ 03:17 ] 所以其實我們在做一個題目的時候,如果你要進到請求權基礎的思考層次,這四個東西你要先找出來:原告、被告、聲明跟請求權基礎,這四個東西你要先找到。
[ 03:29 ] 那大部分的題目不見得會像這樣子給你,這個題目雖然是很仁慈啦,它的第一句話什麼都有了,原告、被告、請求權基礎跟訴求通通都給你了,所以你不用自己再從題目裡面去找。
[ 03:41 ] 但是大多數的題目其實有時候不見得會給你這些,甚至很不負責任的給你一句當事人法律關係如何,那你就必須要自己去看誰要告誰,要告什麼,要依哪一條去告。
[ 03:54 ] 好,那我們現在確認了它的原告、被告之後,那我們接下來就要來看怎麼去思考這個問題。
[ 04:00 ] 好,你看哦,現在在這個情形底下,如果丁要對乙依照2525條第二項的規定,請求返還2500萬元的利益。
[ 04:11 ] 那問你說在這樣的一個情形底下,我們的第一個要件,第一個要件,乙要給付不能,要怎麼論述?
[ 04:24 ] 我們在這裡啊,會提醒同,會建議大家啦,建議大家,這個乙給付不能這個要件先寫。
[ 04:31 ] 為什麼?因為到底乙可不可歸責,它的前提一定是要跟這個給付不能有關,所以你要先確定本件真的有給付不能,再討論它對於這個不能是可歸責的。
[ 04:42 ] 所以我們在這裡要怎麼去討論乙有沒有給付不能?這個其實是一個你在下筆的時候你要去想的問題,丁跟乙之間有什麼給付關係嗎?對不對?
[ 04:52 ] 也就是說我們一步一步的去推,什麼叫做給付不能?定義是什麼?有給付義務而無法提出嘛。
[ 04:59 ] 所以現在乙對丁有什麼給付義務?你可以看到題目裡面它有一個線索叫做借名登記的關係。
[ 05:06 ] 所以我們可以想到一件事情,首先第一個,在乙丙之間訂立的借名登記契約,那通說認為可以類推適用委任的規定。
[ 05:16 ] 對,借名登記契約,通說認為類推委任,當然也有學者認為用529準用委任就好,沒有必要去類推,這是尤老師的看法。
[ 05:23 ] 尤老師對類推其實是非常非常的謹慎,他不喜歡隨便的類推,因為他覺得在法律上類推,一定要有一個漏洞存在。
[ 05:32 ] 他認為民法529既然已經告訴你相關的勞務契約都可以準用委任的規定,根本沒有漏洞何必類推?
[ 05:40 ] 但最高法院在這個地方比較不嚴謹,他們直接都說類推委任的規定。
[ 05:45 ] 好,我們不管,這個地方我們到借名登記那個章節再來仔細談。
[ 05:49 ] 那現在如果說依照最高法院的見解,類推委任的規定,你可以看到民法的550條,它告訴你說委任關係會怎麼樣?
[ 05:58 ] 因當事人死亡而消滅。
[ 06:01 ] 所以我們可以理解到一件事情,從時間順序來看,這個乙丙之間他們成立的借名登記契約,這個部分依照民法550條的規定,它會因為丙的死亡而消滅。
[ 06:18 ] 因為丙死掉了,這個借名登記關係就消滅了。
[ 06:22 ] 好,所以借名登記關係消滅之後代表什麼?
[ 06:26 ] 代表乙現在已經沒有登記為A地所有人的法律上原因,或者是基於借名登記關係的消滅,那乙有把AD返還給丁的義務。
[ 06:37 ] 所以在借名登記關係消滅的情況下,丁可以對乙請求返還AD。
[ 06:44 ] 這個返還AD的請求權基礎,這個部分你可能是不當得利,也可以是類推適用民法541條第二項。
[ 06:53 ] 這兩個條文基本上都可以作為在借名登記關係結束之後,向對方請求返還借名不動產的依據。
[ 07:01 ] 一個是說借名登記關係消滅之後,乙不再有登記為A所有人的原因,所以這裡會構成不當得利。
[ 07:08 ] 或者是借名登記關係後,那出名的人本來就有一契約返還的義務,所以你要一契約請求還是要一不當得利請求都可以。
[ 07:18 ] 好,那丁可以對乙請求返還A,但問題是什麼?現在這個A已經被賣給第三人了,所以在這樣的情況底下,乙已經無法提出。
[ 07:28 ] 所以在乙無法提出的時候,那我們才可以得到乙給付不能的這個結論。
[ 07:34 ] 所以這一題其實要繞一個彎進來,也就是說它雖然題目只有問你,這個乙能不能主張時效抗辯。
[ 07:41 ] 但是你要注意到它的配分是40分,它的配分是40分。
[ 07:46 ] 40分如果你只寫一個時效抗辯的爭點,那真的太少了,所以你要去想一件事情,請求時效抗辯的前提是什麼?
[ 07:54 ] 原告的請求權基礎其實是存在的,也就是說你要先確定冰箱有牛奶,你才有辦法去討論牛奶是否過期,有沒有?
[ 08:02 ] 所以你今天一定要先去思考到底這個請求權基礎站不站得住腳,如果站得住腳,那這時候能不能主張時效抗辯才有意義嘛。
[ 08:11 ] 所以你必須要先思考的是在本件當中,這個請求權基礎到底在不在。
[ 08:16 ] 好,所以在這個情形底下,這個乙給付不能這個要件,我們可以透過借名登記關係去論述出來。
[ 08:22 ] 那接下來第二個,我們可以看到就是說在乙給付不能的情況底下,這是可歸責於乙的情形。
[ 08:30 ] 對不對?這是可歸責於乙的情形,所以在這樣的情形裡面,它就跟225條的第二項要件不合啊。
[ 08:39 ] 因為225條第二項我們剛剛講過,它是以不可歸責於債務人來作為它的要件。
[ 08:46 ] 那本件如果說乙是可歸責,那這個時候怎麼辦?
[ 08:50 ] 那這個地方來講,我們依照舉親明眾的法理,在這個部分去類推適用225條第二項,這個是目前多數說所肯認的。
[ 08:59 ] 那其實甚至在最高法院的105台上2111號的判決裡面,他也認為,這個民法225條第二項本來就不需要區分可否歸責。好，那再來第三個，那乙必須要對，乙必須要對丁有損害賠償。對不對？我們可以看到，在法條的要件上面，這個乙對丁，他現在是價金請求權，拍寫，我寫太快。乙對丁現在是價金請求權，所以在這個情況底下，跟民法第二百二十五條第二項，他要的是損害賠償，也不一樣。乙對丁現在是價金，這個跟損害賠償也不一樣，那怎麼辦？

這時候依據**【實務見解】**，認為說這兩個其實都是代替利益。那因為既然都是代替利益的話，那就具備了類推適用民法第二百二十五條第二項的基礎。所以說在本件當中，雖然這是可歸責於乙的價金利益，但是在這個情形之下，也可以類推適用民法第二百二十五條第二項的規定，來主張代償請求權。

---

